timestamp,true_z,est_z,z_error,covariance_scale_factor,noise_gate_active
4.945000,0.000000,0.008789,-0.008789,0.793651,0
4.947500,0.000000,-0.009977,0.009977,0.793651,0
4.950000,0.000000,-0.013963,0.013963,0.793651,0
4.952500,0.000000,-0.000168,0.000168,0.793651,0
4.955000,0.000000,0.002533,-0.002533,0.793651,0
4.957500,0.000000,-0.012331,0.012331,0.793651,0
4.960000,0.000000,0.011913,-0.011913,0.825397,0
4.962500,0.000000,-0.001110,0.001110,0.825397,0
4.965000,0.000000,-0.003526,0.003526,0.825397,0
4.967500,0.000000,-0.013892,0.013892,0.825397,0
4.970000,0.000000,-0.023920,0.023920,0.825397,0
4.972500,0.000000,-0.027729,0.027729,0.825397,0
4.975000,0.000000,-0.020402,0.020402,0.825397,0
4.977500,0.000000,-0.006676,0.006676,0.825397,0
4.980000,0.000000,-0.010503,0.010503,0.793651,0
4.982500,0.000000,-0.020740,0.020740,0.793651,0
4.985000,0.000000,-0.015040,0.015040,0.793651,0
4.987500,0.000000,-0.009224,0.009224,0.793651,0
4.990000,0.000000,-0.006403,0.006403,0.793651,0
4.992500,0.000000,-0.003307,0.003307,0.793651,0
4.995000,0.000000,-0.004375,0.004375,0.793651,0
4.997500,0.000000,-0.003204,0.003204,0.793651,0
5.000000,0.000000,-0.004937,0.004937,0.825397,0
5.002500,0.000000,0.006042,-0.006042,0.825397,0
5.005000,0.000000,0.028397,-0.028397,0.825397,0
5.007500,0.000000,0.029307,-0.029307,0.825397,0
5.010000,0.000000,0.028301,-0.028301,0.825397,0
5.012500,0.000000,0.029988,-0.029988,0.825397,0
5.015000,0.000000,0.022352,-0.022352,0.825397,0
5.017500,0.000000,0.029398,-0.029398,0.825397,0
5.020000,0.000000,0.032934,-0.032934,0.825397,0
5.022500,0.000000,0.028088,-0.028088,0.920635,0
5.025000,0.000000,0.035624,-0.035624,0.920635,0
5.027500,0.000000,0.034754,-0.034754,0.920635,0
5.030000,0.000000,0.024686,-0.024686,0.920635,0
5.032500,0.000000,0.027243,-0.027243,0.920635,0
5.035000,0.000000,0.028656,-0.028656,0.920635,0
5.037500,0.000000,0.036827,-0.036827,0.920635,0
5.040000,0.000000,0.043362,-0.043362,0.952381,0
5.042500,0.000000,0.041104,-0.041104,0.952381,0
5.045000,0.000000,0.035570,-0.035570,0.952381,0
5.047500,0.000000,0.034550,-0.034550,0.952381,0
5.050000,0.000000,0.036897,-0.036897,0.952381,0
5.052500,0.000000,0.040295,-0.040295,0.952381,0
5.055000,0.000000,0.041910,-0.041910,0.952381,0
5.057500,0.000000,0.039834,-0.039834,0.952381,0
5.060000,0.000000,0.047946,-0.047946,0.952381,0
5.062500,0.000000,0.040006,-0.040006,0.920635,0
5.065000,0.000000,0.062644,-0.062644,0.920635,0
5.067500,0.000000,0.068084,-0.068084,0.920635,0
5.070000,0.000000,0.055145,-0.055145,0.920635,0
5.072500,0.000000,0.055250,-0.055250,0.920635,0
5.075000,0.000000,0.061019,-0.061019,0.920635,0
5.077500,0.000000,0.055783,-0.055783,0.920635,0
5.080000,0.000000,0.041752,-0.041752,1.079365,0
5.082500,0.000000,0.031878,-0.031878,1.079365,0
5.085000,0.000000,0.035614,-0.035614,1.079365,0
5.087500,0.000000,0.019743,-0.019743,1.079365,0
5.090000,0.000000,0.006845,-0.006845,1.079365,0
5.092500,0.000000,0.011256,-0.011256,1.079365,0
5.095000,0.000000,0.009038,-0.009038,1.079365,0
5.097500,0.000000,0.002797,-0.002797,1.079365,0
5.100000,0.000000,-0.001555,0.001555,1.079365,0
5.102500,0.000000,-0.014600,0.014600,1.047619,0
5.105000,0.000000,-0.009869,0.009869,1.047619,0
5.107500,0.000000,-0.016794,0.016794,1.047619,0
5.110000,0.000000,-0.021112,0.021112,1.047619,0
5.112500,0.000000,-0.017406,0.017406,1.047619,0
5.115000,0.000000,-0.019215,0.019215,1.047619,0
5.117500,0.000000,-0.025002,0.025002,1.047619,0
5.120000,0.000000,-0.042193,0.042193,1.047619,0
5.122500,0.000000,-0.037680,0.037680,1.047619,0
5.125000,0.000000,-0.035893,0.035893,1.047619,0
5.127500,0.000000,-0.039540,0.039540,1.047619,0
5.130000,0.000000,-0.047789,0.047789,1.047619,0
5.132500,0.000000,-0.046305,0.046305,1.047619,0
5.135000,0.000000,-0.040627,0.040627,1.047619,0
5.137500,0.000000,-0.038576,0.038576,1.047619,0
5.140000,0.000000,-0.022606,0.022606,1.047619,0
5.142500,0.000000,-0.015558,0.015558,1.047619,0
5.145000,0.000000,-0.016085,0.016085,1.047619,0
5.147500,0.000000,-0.008909,0.008909,1.047619,0
5.150000,0.000000,-0.008210,0.008210,1.047619,0
5.152500,0.000000,-0.007562,0.007562,1.047619,0
5.155000,0.000000,0.004466,-0.004466,1.047619,0
5.157500,0.000000,-0.003849,0.003849,1.047619,0
5.160000,0.000000,-0.003516,0.003516,1.015873,0
5.162500,0.000000,0.007734,-0.007734,1.015873,0
5.165000,0.000000,0.010399,-0.010399,1.015873,0
5.167500,0.000000,0.006636,-0.006636,1.015873,0
5.170000,0.000000,-0.009534,0.009534,1.015873,0
5.172500,0.000000,-0.030502,0.030502,1.015873,0
5.175000,0.000000,-0.010171,0.010171,1.015873,0
5.177500,0.000000,-0.006983,0.006983,1.015873,0
5.180000,0.000000,-0.012548,0.012548,0.952381,0
5.182500,0.000000,-0.008702,0.008702,0.952381,0
5.185000,0.000000,-0.017780,0.017780,0.952381,0
5.187500,0.000000,-0.020488,0.020488,0.952381,0
5.190000,0.000000,-0.029104,0.029104,0.952381,0
5.192500,0.000000,-0.042079,0.042079,0.952381,0
5.195000,0.000000,-0.061417,0.061417,0.952381,0
5.197500,0.000000,-0.075162,0.075162,0.952381,0
5.200000,0.000000,-0.062846,0.062846,0.952381,0
5.202500,0.000000,-0.070779,0.070779,0.920635,0
5.205000,0.000000,-0.063158,0.063158,0.920635,0
5.207500,0.000000,-0.051563,0.051563,0.920635,0
5.210000,0.000000,-0.049764,0.049764,0.920635,0
5.212500,0.000000,-0.051175,0.051175,0.920635,0
5.215000,0.000000,-0.048233,0.048233,0.920635,0
5.217500,0.000000,-0.050865,0.050865,0.920635,0
5.220000,0.000000,-0.038056,0.038056,0.984127,0
5.222500,0.000000,-0.019307,0.019307,0.984127,0
5.225000,0.000000,-0.005115,0.005115,0.984127,0
5.227500,0.000000,-0.025182,0.025182,0.984127,0
5.230000,0.000000,-0.028542,0.028542,0.984127,0
5.232500,0.000000,-0.027654,0.027654,0.984127,0
5.235000,0.000000,-0.022475,0.022475,0.984127,0
5.237500,0.000000,-0.038061,0.038061,0.984127,0
5.240000,0.000000,-0.053787,0.053787,0.952381,0
5.242500,0.000000,-0.039486,0.039486,0.952381,0
5.245000,0.000000,-0.043689,0.043689,0.952381,0
5.247500,0.000000,-0.056741,0.056741,0.952381,0
5.250000,0.000000,-0.065677,0.065677,0.952381,0
5.252500,0.000000,-0.059896,0.059896,0.952381,0
5.255000,0.000000,-0.066013,0.066013,0.952381,0
5.257500,0.000000,-0.061663,0.061663,0.952381,0
5.260000,0.000000,-0.069014,0.069014,0.984127,0
5.262500,0.000000,-0.083334,0.083334,0.984127,0
5.265000,0.000000,-0.067487,0.067487,0.984127,0
5.267500,0.000000,-0.061742,0.061742,0.984127,0
5.270000,0.000000,-0.063044,0.063044,0.984127,0
5.272500,0.000000,-0.066071,0.066071,0.984127,0
5.275000,0.000000,-0.050330,0.050330,0.984127,0
5.277500,0.000000,-0.043269,0.043269,0.984127,0
5.280000,0.000000,-0.031189,0.031189,0.984127,0
5.282500,0.000000,-0.035755,0.035755,0.984127,0
5.285000,0.000000,-0.034214,0.034214,0.984127,0
5.287500,0.000000,-0.029406,0.029406,0.984127,0
5.290000,0.000000,-0.033713,0.033713,0.984127,0
5.292500,0.000000,-0.033608,0.033608,0.984127,0
5.295000,0.000000,-0.038107,0.038107,0.984127,0
5.297500,0.000000,-0.033209,0.033209,0.984127,0
5.300000,0.000000,-0.044362,0.044362,1.015873,0
5.302500,0.000000,-0.037825,0.037825,1.015873,0
5.305000,0.000000,-0.033872,0.033872,1.015873,0
5.307500,0.000000,-0.034756,0.034756,1.015873,0
5.310000,0.000000,-0.029608,0.029608,1.015873,0
5.312500,0.000000,-0.032107,0.032107,1.015873,0
5.315000,0.000000,-0.037347,0.037347,1.015873,0
5.317500,0.000000,-0.031243,0.031243,1.015873,0
5.320000,0.000000,-0.024915,0.024915,1.015873,0
5.322500,0.000000,-0.028664,0.028664,1.079365,0
5.325000,0.000000,-0.033069,0.033069,1.079365,0
5.327500,0.000000,-0.033758,0.033758,1.079365,0
5.330000,0.000000,-0.037677,0.037677,1.079365,0
5.332500,0.000000,-0.023180,0.023180,1.079365,0
5.335000,0.000000,-0.019737,0.019737,1.079365,0
5.337500,0.000000,-0.019056,0.019056,1.079365,0
5.340000,0.000000,-0.026992,0.026992,1.047619,0
5.342500,0.000000,-0.019489,0.019489,1.047619,0
5.345000,0.000000,-0.024498,0.024498,1.047619,0
5.347500,0.000000,-0.029740,0.029740,1.047619,0
5.350000,0.000000,-0.021838,0.021838,1.047619,0
5.352500,0.000000,-0.017675,0.017675,1.047619,0
5.355000,0.000000,-0.040012,0.040012,1.047619,0
5.357500,0.000000,-0.040298,0.040298,1.047619,0
5.360000,0.000000,-0.037987,0.037987,1.047619,0
5.362500,0.000000,-0.039890,0.039890,1.111111,0
5.365000,0.000000,-0.037401,0.037401,1.111111,0
5.367500,0.000000,-0.052121,0.052121,1.111111,0
5.370000,0.000000,-0.075360,0.075360,1.111111,0
5.372500,0.000000,-0.081796,0.081796,1.111111,0
5.375000,0.000000,-0.077067,0.077067,1.111111,0
5.377500,0.000000,-0.103165,0.103165,1.111111,0
5.380000,0.000000,-0.107700,0.107700,1.111111,0
5.382500,0.000000,-0.121585,0.121585,1.111111,0
5.385000,0.000000,-0.120338,0.120338,1.111111,0
5.387500,0.000000,-0.099771,0.099771,1.111111,0
5.390000,0.000000,-0.098905,0.098905,1.111111,0
5.392500,0.000000,-0.097096,0.097096,1.111111,0
5.395000,0.000000,-0.086985,0.086985,1.111111,0
5.397500,0.000000,-0.084368,0.084368,1.111111,0
5.400000,0.000000,-0.083911,0.083911,1.111111,0
5.402500,0.000000,-0.073371,0.073371,1.111111,0
5.405000,0.000000,-0.067142,0.067142,1.111111,0
5.407500,0.000000,-0.062706,0.062706,1.111111,0
5.410000,0.000000,-0.062179,0.062179,1.111111,0
5.412500,0.000000,-0.063504,0.063504,1.111111,0
5.415000,0.000000,-0.053586,0.053586,1.111111,0
5.417500,0.000000,-0.055069,0.055069,1.111111,0
5.420000,0.000000,-0.042262,0.042262,1.079365,0
5.422500,0.000000,-0.050584,0.050584,1.079365,0
5.425000,0.000000,-0.036068,0.036068,1.079365,0
5.427500,0.000000,-0.030731,0.030731,1.079365,0
5.430000,0.000000,-0.038664,0.038664,1.079365,0
5.432500,0.000000,-0.032918,0.032918,1.079365,0
5.435000,0.000000,-0.037889,0.037889,1.079365,0
5.437500,0.000000,-0.036495,0.036495,1.079365,0
5.440000,0.000000,-0.039553,0.039553,1.206349,0
5.442500,0.000000,-0.039617,0.039617,1.206349,0
5.445000,0.000000,-0.030788,0.030788,1.206349,0
5.447500,0.000000,-0.025679,0.025679,1.206349,0
5.450000,0.000000,-0.034359,0.034359,1.206349,0
5.452500,0.000000,-0.042352,0.042352,1.206349,0
5.455000,0.000000,-0.038974,0.038974,1.206349,0
5.457500,0.000000,-0.035074,0.035074,1.206349,0
5.460000,0.000000,-0.039908,0.039908,1.174603,0
5.462500,0.000000,-0.025161,0.025161,1.174603,0
5.465000,0.000000,-0.017485,0.017485,1.174603,0
5.467500,0.000000,-0.022391,0.022391,1.174603,0
5.470000,0.000000,-0.027999,0.027999,1.174603,0
5.472500,0.000000,-0.029199,0.029199,1.174603,0
5.475000,0.000000,-0.031264,0.031264,1.174603,0
5.477500,0.000000,-0.019573,0.019573,1.174603,0
5.480000,0.000000,-0.010313,0.010313,1.142857,0
5.482500,0.000000,-0.009714,0.009714,1.142857,0
5.485000,0.000000,-0.003444,0.003444,1.142857,0
5.487500,0.000000,0.003934,-0.003934,1.142857,0
5.490000,0.000000,0.004339,-0.004339,1.142857,0
5.492500,0.000000,0.007780,-0.007780,1.142857,0
5.495000,0.000000,0.012819,-0.012819,1.142857,0
5.497500,0.000000,0.016774,-0.016774,1.142857,0
5.500000,0.000000,0.008823,-0.008823,1.047619,0
5.502500,0.000000,0.002093,-0.002093,1.047619,0
5.505000,0.000000,-0.000717,0.000717,1.047619,0
5.507500,0.000000,-0.007408,0.007408,1.047619,0
5.510000,0.000000,-0.021154,0.021154,1.047619,0
5.512500,0.000000,-0.014122,0.014122,1.047619,0
